id,name,price,stock,category_id
5492,Strategy Natural,110.63,249,699
5493,Step Eat,350.35,364,251
5494,System Carry,83.66,432,218
5495,Successful Pattern,322.46,52,230
5496,Accept Ahead,399.18,458,252
5497,Store Trial,463.19,176,357
5498,Spring Admit,159.0,480,706
5499,Phone Lot,466.03,99,370
5500,Cost Author,405.32,413,939
5501,Play Officer,450.04,488,95
5502,Keep Sense,163.7,223,475
5503,System Great,165.6,364,491
5504,Unit Town,136.29,326,766
5505,Figure Administration,16.41,479,6
5506,Seat Space,335.27,353,833
5507,Rule System,431.81,89,782
5508,Condition Raise,136.57,34,181
5509,Short Read,252.15,161,876
5510,Blood Take,442.55,340,784
5511,Mission Customer,332.77,154,552
5512,Him Always,348.91,307,631
5513,Him Between,125.13,173,382
5514,Deal Example,413.84,362,217
5515,Bed Wrong,284.82,439,363
5516,Medical Without,199.12,180,584
5517,Certain Buy,147.81,474,291
5518,Return Far,167.8,62,825
5519,Identify Leader,7.44,464,688
5520,Remember Its,221.7,37,59
5521,Civil Watch,378.19,154,35
5522,Discussion Into,214.11,311,560
5523,Quality Form,363.74,84,886
5524,Economic Present,348.95,482,198
5525,Consider Item,46.41,262,792
5526,Cell Eat,57.94,131,405
5527,American Fact,486.15,16,174
5528,Place Price,150.95,372,372
5529,Deep Fight,444.55,481,185
5530,Cell Hotel,358.42,86,395
5531,Identify Decade,329.56,315,500
5532,Claim Health,321.78,52,836
5533,Agent Concern,45.59,72,272
5534,Sense Since,343.09,3,863
5535,Ok Land,417.15,453,15
5536,Growth Buy,223.49,43,563
5537,Hair National,385.07,311,384
5538,Development Game,150.82,94,572
5539,Cost House,55.82,424,734
5540,Health Present,239.8,222,348
5541,Indeed Human,447.78,225,514
5542,Painting Mind,345.87,37,188
5543,Base Concern,191.05,255,285
5544,Allow People,35.06,93,975
5545,Seem Spring,303.61,186,944
5546,Yard Over,436.2,462,889
5547,Impact High,141.1,322,572
5548,Keep Share,75.15,143,971
5549,Food Standard,372.33,134,910
5550,Point Catch,137.27,220,65
5551,Position Deal,399.74,17,690
5552,Small Account,112.72,491,258
5553,Majority Stuff,21.13,150,69
5554,Which Statement,228.65,34,472
5555,Mother Director,69.04,358,469
5556,Society Short,370.44,481,558
5557,Stuff Reduce,308.91,465,175
5558,Skill Security,32.97,108,366
5559,Who Tonight,379.49,343,215
5560,Whether College,427.82,398,808
5561,Full Product,109.36,110,990
5562,Buy Standard,37.95,217,378
5563,Option Eye,187.07,304,398
5564,Television Policy,310.59,211,21
5565,Husband Current,226.71,237,587
5566,Money Need,324.44,148,79
5567,Much Nation,316.66,135,659
5568,Picture Successful,185.05,52,742
5569,Decide Talk,120.3,409,47
5570,Since Both,332.82,176,437
5571,Small Poor,442.59,226,230
5572,Send Bit,457.83,334,300
5573,Nation Evening,434.23,238,704
5574,Watch Radio,449.22,457,549
5575,Budget Cold,236.93,431,338
5576,Court Nation,413.54,439,937
5577,College Not,188.69,47,465
5578,Support Area,418.9,329,154
5579,Wrong Since,162.8,285,183
5580,Sport Enjoy,481.06,281,193
5581,Hard Feel,406.44,234,294
5582,Contain Bag,29.61,145,924
5583,At Professional,247.81,311,26
5584,Reason Factor,28.81,271,755
5585,Education Although,490.12,437,127
5586,Force Minute,263.29,380,831
5587,My Stuff,249.12,269,78
5588,Medical Develop,249.84,288,205
5589,Anyone College,107.7,211,643
5590,Able Off,332.24,498,750
5591,Job Blood,112.21,374,458
5592,Tax Sister,147.97,443,154
5593,Still Executive,168.66,392,183
5594,Under Message,317.7,70,412
5595,Agreement Financial,313.8,22,322
5596,Finally Expect,319.16,212,826
5597,Congress Forward,25.72,87,450
5598,Fast Finally,163.12,59,77
5599,True Appear,401.48,483,380
5600,Property Effect,324.93,401,455
5601,Author Learn,92.81,332,292
5602,Laugh Staff,478.56,448,158
5603,Paper Fly,92.14,450,835
5604,Direction Win,94.35,451,737
5605,Question Opportunity,182.62,490,378
5606,Scientist Often,10.1,450,272
5607,Theory Fly,10.89,390,644
5608,Worker Reveal,106.0,466,767
5609,Unit Both,190.52,276,896
5610,Lead Republican,174.37,128,870
5611,Threat Hot,17.12,199,743
5612,Race Debate,209.61,38,615
5613,Body Maybe,145.92,98,233
5614,Too Some,271.71,140,904
5615,Accept Not,222.73,441,21
5616,Voice Threat,485.96,372,385
5617,American Car,261.44,299,643
5618,Fear Less,484.09,226,811
5619,Market Actually,122.13,323,452
5620,Author Structure,243.43,342,332
5621,Goal Still,429.03,147,621
5622,Total Discussion,488.19,3,809
5623,Best Method,295.61,330,722
5624,Own Job,106.74,316,634
5625,Address Structure,176.42,493,420
5626,Information You,288.71,60,852
5627,Discover Find,20.16,49,259
5628,Claim Mother,202.37,144,617
5629,Enough Step,244.6,476,801
5630,Fall Nearly,194.3,449,611
5631,About Why,141.22,365,382
5632,Behind Wind,480.98,358,486
5633,Color When,419.26,464,792
5634,Season If,347.14,264,334
5635,Exist By,425.95,120,873
5636,Growth Pick,12.63,326,927
5637,Low Remain,225.22,250,933
5638,Everybody Especially,275.87,157,54
5639,Great Bad,428.52,241,283
5640,Purpose Event,366.38,281,992
5641,The Page,157.95,187,100
5642,Often Sure,155.05,83,611
5643,Series Across,311.86,463,988
5644,Election Be,262.94,278,160
5645,Hit Section,327.9,357,479
5646,Or Nation,413.27,311,533
5647,Large Material,11.28,332,160
5648,Morning Consumer,115.78,127,782
5649,Glass Risk,484.77,268,574
5650,Under Mrs,482.12,413,921
5651,Four Professional,479.74,109,132
5652,Policy Crime,257.82,446,101
5653,Order Themselves,466.02,139,26
5654,Then Entire,19.73,158,990
5655,Song Reason,258.95,21,566
5656,Treatment Lay,328.46,364,249
5657,As Then,7.56,114,842
5658,Item Owner,106.59,202,398
5659,Across Partner,368.42,208,473
5660,Provide Personal,287.49,219,855
5661,Likely Low,366.02,110,901
5662,Young Security,475.75,337,77
5663,Teacher Central,320.76,189,423
5664,Bag Network,349.98,496,52
5665,Art Service,225.03,285,785
5666,Understand Model,370.48,14,805
5667,Write Knowledge,48.0,194,473
5668,Pick East,18.77,315,811
5669,Population Treatment,341.9,383,312
5670,Grow Late,482.98,199,281
5671,Model Generation,65.42,63,771
5672,Price Eye,496.41,296,773
5673,Wrong Start,274.77,183,45
5674,Present Serve,139.55,272,458
5675,Officer Travel,160.89,359,27
5676,Expert Reality,255.89,32,942
5677,New Major,258.04,488,66
5678,Would Eight,46.81,6,676
5679,Such Card,228.94,242,105
5680,Laugh Production,321.6,329,774
5681,Individual Education,381.2,397,811
5682,Kid Couple,39.53,276,289
5683,Resource Bank,191.96,299,288
5684,Consumer Play,462.16,45,464
5685,Wish Growth,54.37,29,744
5686,Environment Traditional,309.64,259,963
5687,Red Open,52.18,240,55
5688,Night Ahead,88.11,70,147
5689,Three Husband,331.94,96,322
5690,Responsibility Voice,438.17,276,531
5691,Keep Sister,40.47,2,225
5692,Professor Music,491.6,269,653
5693,Could Other,454.7,412,374
5694,Each Unit,45.4,51,624
5695,Size Listen,99.96,396,875
5696,Among Two,138.42,435,916
5697,Public Single,178.05,249,704
5698,Have Believe,446.62,69,282
5699,Often National,484.74,328,996
5700,Water Land,23.48,362,674
5701,Sometimes Describe,485.1,174,359
5702,Medical Image,250.24,72,408
5703,Production Member,82.89,416,901
5704,Condition Member,12.77,35,214
5705,About Late,440.69,65,470
5706,Change Against,35.19,187,280
5707,Their Always,316.0,370,303
5708,Training Answer,460.03,493,159
5709,Wall Big,352.63,64,75
5710,National Friend,401.56,377,643
5711,Place Million,205.39,445,51
5712,Reason Act,100.86,320,62
5713,Small Consumer,308.63,99,290
5714,Put Beautiful,54.38,460,276
5715,Line Dog,308.1,154,566
5716,Fire Trade,19.97,48,515
5717,Between Fight,258.76,56,466
5718,Discussion How,432.04,137,689
5719,List Paper,301.19,460,542
5720,Movement Song,320.36,197,290
5721,Trouble Card,77.77,16,576
5722,Nor Network,445.43,281,401
5723,Reflect Many,234.14,151,265
5724,Surface Executive,416.58,263,407
5725,Model Accept,242.23,96,762
5726,Carry Purpose,454.12,27,423
5727,Nearly Individual,18.65,113,547
5728,Call Include,418.3,231,965
5729,Thought View,397.96,176,103
5730,Win Prepare,282.27,499,137
5731,Democratic Six,187.49,367,828
5732,Young Artist,260.04,463,478
5733,Wife Thing,74.36,75,97
5734,Management Knowledge,415.71,41,821
5735,Help Director,356.59,169,188
5736,Else Speak,47.26,4,536
5737,Shoulder Mission,73.75,480,775
5738,Worker Interest,123.97,367,879
5739,Hour Environmental,150.46,128,769
5740,Play Doctor,226.84,393,167
5741,But Measure,187.96,274,547
5742,Whether Why,229.58,138,328
5743,Position From,281.49,81,133
5744,Rule White,334.0,492,982
5745,Television Test,197.27,335,210
5746,Where Late,457.21,332,391
5747,Front Fall,246.44,82,740
5748,Task Foot,272.76,9,634
5749,Person Tend,87.97,319,690
5750,Wish Material,365.85,74,643
5751,Born How,147.77,398,240
5752,Course Try,43.75,220,510
5753,Speech Minute,460.48,208,390
5754,Last North,367.35,330,989
5755,Idea Everybody,281.46,418,895
5756,Enjoy Newspaper,261.2,336,750
5757,Happen Share,383.21,199,573
5758,Occur Strategy,110.51,211,18
5759,Yes Decide,263.95,281,522
5760,Science Think,183.54,363,111
5761,Opportunity Arrive,370.88,381,815
5762,Our Edge,70.56,260,887
5763,Leave Describe,255.6,343,148
5764,Trip Attention,45.02,159,400
5765,Food Conference,137.83,474,550
5766,Coach During,442.92,481,859
5767,Hope Language,311.76,50,585
5768,Series Strategy,71.5,129,394
5769,Early Above,293.64,438,774
5770,Hot Around,131.06,125,176
5771,Suggest Bed,54.5,444,132
5772,Something Gun,435.44,48,250
5773,Eat Lay,137.85,139,956
5774,Hospital Project,421.12,112,384
5775,Pattern Interest,377.17,381,21
5776,Community She,403.8,328,82
5777,He Face,403.12,102,569
5778,Body Support,194.11,134,76
5779,Some Culture,490.99,220,902
5780,Concern Me,439.86,343,100
5781,Always Two,171.07,235,378
5782,Stage Station,188.95,141,656
5783,Year World,456.13,319,972
5784,Sell Smile,36.67,31,4
5785,Discuss Brother,259.35,88,311
5786,Fact Quality,139.1,170,345
5787,Send Thousand,337.24,374,531
5788,Bag Response,398.3,213,364
5789,Choice Certainly,33.49,261,892
5790,Take Might,397.19,311,356
5791,Republican Finally,162.57,362,224
5792,Expect Price,17.0,162,805
5793,Dinner Movie,477.89,59,162
5794,Detail Reason,397.26,390,779
5795,Tend Before,396.35,383,103
5796,Feeling Modern,463.44,191,721
5797,Stand No,230.49,446,942
5798,Wife Traditional,285.75,337,511
5799,Talk But,31.75,206,828
5800,Study Realize,399.45,125,60
5801,Attorney Dream,262.54,335,119
5802,Process Thing,177.22,253,51
5803,Design Movie,67.01,300,316
5804,Huge Site,51.47,387,23
5805,Body Minute,498.73,98,97
5806,Four Run,102.78,183,718
5807,Weight Attorney,105.05,450,820
5808,City Late,36.94,252,708
5809,Day Family,104.41,406,135
5810,Company Simple,286.7,186,919
5811,Everybody Agency,391.93,236,392
5812,Well Community,408.15,255,662
5813,One Word,75.22,335,678
5814,Charge Scientist,302.58,420,852
5815,Do Mission,477.44,188,557
5816,End Can,461.7,421,947
5817,Themselves Either,27.34,128,723
5818,Fund Right,216.83,83,899
5819,Office Serve,279.19,279,216
5820,Only Last,236.87,324,26
5821,Record Others,271.51,179,276
5822,Arrive Subject,236.04,444,951
5823,Contain Relate,376.1,82,661
5824,Coach Small,144.45,266,933
5825,Case Manager,6.23,316,814
5826,Soldier People,233.55,432,460
5827,Growth List,41.79,241,61
5828,Man Professor,198.18,41,198
5829,Good May,228.91,332,558
5830,Property Discussion,322.41,240,243
5831,Oil Finish,48.51,255,633
5832,Fly Culture,92.45,126,32
5833,With Theory,149.65,62,785
5834,Since Go,494.55,389,608
5835,Song Kind,139.49,366,939
5836,Energy Green,152.51,4,169
5837,Section Third,370.57,379,481
5838,Song Friend,299.23,316,416
5839,Those Democrat,453.67,331,649
5840,Our Himself,296.55,319,395
5841,Piece Hear,196.94,349,673
5842,Keep Turn,109.47,292,249
5843,Public Let,370.82,164,907
5844,Store Age,204.79,467,555
5845,Point Less,484.97,97,959
5846,Remember Participant,172.1,389,196
5847,Career Article,346.86,292,899
5848,Attorney Center,282.91,486,291
5849,Cell Hundred,342.32,53,971
5850,Letter Set,421.46,473,542
5851,Agent Rich,173.75,159,130
5852,Agree Star,379.32,3,108
5853,Just Both,241.45,430,227
5854,Bank Other,109.55,88,340
5855,Ability Seek,272.62,446,317
5856,Chance Federal,55.63,271,886
5857,Toward Relationship,149.16,259,383
5858,Pass Forward,297.0,486,872
5859,Stay Physical,163.53,324,255
5860,Democrat Establish,171.98,464,617
5861,Various Age,119.71,300,953
5862,Wish Can,365.28,205,696
5863,Office Collection,303.53,79,625
5864,Young Both,418.24,225,897
5865,Top Organization,132.04,109,996
5866,Right Example,290.19,197,257
5867,Specific Turn,145.51,244,165
5868,Stop Mr,313.37,265,519
5869,West Visit,492.43,179,419
5870,Will Nor,24.7,41,306
5871,Treatment Common,489.16,129,58
5872,Quickly Including,136.25,245,849
5873,Me Ground,87.13,221,541
5874,Total Score,438.7,91,459
5875,Check Idea,125.79,221,187
5876,Natural Maybe,223.03,207,478
5877,Star Campaign,20.68,347,450
5878,Pull Difficult,288.69,58,685
5879,Dream Gas,386.3,156,980
5880,Decision Half,184.23,268,421
5881,Themselves Catch,123.52,70,202
5882,Natural Trouble,96.19,184,767
5883,Decade Enter,441.81,378,419
5884,Reality Sometimes,214.31,322,447
5885,Song Show,83.46,412,57
5886,Material Son,23.87,409,59
5887,Factor School,250.76,173,66
5888,Interest Recently,315.62,395,963
5889,Street Forget,121.37,28,486
5890,Leg Individual,478.52,419,540
5891,Should Rich,443.26,52,657
5892,Three Official,196.59,12,335
5893,Effect Way,455.45,32,324
5894,Everyone Cup,189.67,241,711
5895,Identify Nation,329.76,58,646
5896,Until Whose,407.92,200,604
5897,Imagine Week,89.14,188,440
5898,Today Project,153.65,310,523
5899,Carry Cause,337.0,183,683
5900,Outside Plan,143.47,111,205
5901,Value Name,200.11,436,252
5902,Three Opportunity,299.85,389,268
5903,Decision Test,363.94,387,15
5904,Off Key,150.51,20,975
5905,Rest Carry,14.53,374,160
5906,Machine Win,148.41,123,654
5907,Argue Could,451.11,2,750
5908,Kid Drop,302.58,184,262
5909,Natural Member,15.06,229,565
5910,Every Difficult,285.1,54,343
5911,Side Day,190.49,59,797
5912,Western Kind,391.32,470,390
5913,Box Enter,295.21,201,419
5914,Executive Heart,491.01,49,445
5915,Tonight Certainly,66.29,434,427
5916,Religious Change,473.99,419,942
5917,Hear About,316.67,111,960
5918,Carry Leave,49.11,86,93
5919,Early Day,349.0,146,224
5920,Where Close,161.54,488,560
5921,Both Ago,317.56,450,574
5922,Garden Foot,240.92,347,122
5923,Room Develop,185.65,494,549
5924,Apply Try,253.84,134,701
5925,Develop Hundred,432.47,456,981
5926,Today You,399.02,70,245
5927,Agent Season,320.43,385,247
5928,Third Across,174.98,147,943
5929,Environment Series,186.41,33,154
5930,Loss Charge,485.76,279,689
5931,Bit Bag,272.17,440,980
5932,Five Tell,389.07,238,505
5933,Similar Four,413.6,74,339
5934,Carry Listen,312.91,323,298
5935,Adult Car,94.7,45,1
5936,Majority Your,407.14,464,854
5937,Budget Involve,295.88,270,331
5938,Evening Actually,365.01,412,301
5939,Market Wonder,197.6,336,37
5940,Clear Street,472.11,43,756
5941,Happen Sport,36.43,292,426
5942,Life Sign,42.4,24,22
5943,Door Often,219.95,441,928
5944,Affect Here,125.86,149,666
5945,Heavy Story,200.11,490,897
5946,Gun Imagine,289.26,146,885
5947,Writer Series,253.76,203,189
5948,Certainly Make,118.88,407,601
5949,Approach Visit,365.59,156,308
5950,End Old,93.03,227,116
5951,Southern Model,247.29,283,41
5952,Something Medical,263.16,67,998
5953,Event Hot,264.24,191,942
5954,Market Focus,481.53,218,864
5955,Goal Tonight,104.96,242,935
5956,Mission Quite,276.74,381,185
5957,Whom Perhaps,178.42,241,768
5958,Response Until,241.71,114,816
5959,Hand Seat,284.7,475,509
5960,Across Six,258.22,149,863
5961,Of Check,251.51,141,387
5962,Charge Our,353.41,442,879
5963,Indeed Song,120.78,45,542
5964,Political Machine,99.53,202,888
5965,Conference We,34.79,167,278
5966,Continue Relate,64.89,394,604
5967,The American,400.97,204,366
5968,Issue Book,463.43,97,917
5969,Challenge Organization,47.11,488,122
5970,She Accept,152.25,217,48
5971,Husband Say,131.93,242,22
5972,Paper Deep,226.25,1,609
5973,Discover Wonder,142.81,44,840
5974,Loss Kid,429.56,350,439
5975,Town Charge,366.61,28,975
5976,Rest Catch,320.57,185,905
5977,Air Lawyer,211.35,92,522
5978,Serious Claim,178.61,127,854
5979,Interesting Along,135.6,162,875
5980,Why Change,70.0,357,918
5981,Skill Rise,442.32,497,729
5982,Myself Person,324.12,267,682
5983,When Bag,291.36,103,392
5984,Offer Hundred,372.97,148,315
5985,Box Blue,317.99,172,672
5986,Form Have,175.94,382,448
5987,Doctor Culture,109.24,475,24
5988,What Stage,85.0,383,482
5989,Save Board,46.0,284,699
5990,Cause Away,295.97,107,695
5991,Institution Tree,325.06,60,322
5992,Hear Friend,397.22,152,580
5993,Enough Sound,227.55,328,436
5994,Someone Task,338.61,451,582
5995,Season Suffer,444.84,371,216
5996,Kitchen Allow,498.55,8,766
5997,Popular Administration,245.94,40,861
5998,Social Next,314.68,277,397
5999,Easy Environment,57.47,221,380
6000,Think Television,380.54,438,391
6001,Development Executive,237.84,343,670
6002,House Whom,472.17,204,122
6003,Force Ground,352.56,436,779
6004,Crime Democrat,400.94,77,272
6005,Life Raise,451.25,144,383
6006,Herself Maintain,117.58,59,507
6007,Here Scientist,8.32,285,630
6008,Every On,46.32,408,784
6009,Development Throughout,201.08,262,448
6010,Discussion Base,113.78,111,39
6011,Bad Treat,136.93,113,200
6012,This Deal,97.0,377,646
6013,Car Green,23.14,499,856
6014,Population Policy,478.19,322,895
6015,Event Capital,94.26,481,336
6016,Pattern Entire,403.89,103,941
6017,Nature Kind,261.56,137,784
6018,Day Even,172.92,450,172
6019,Whom War,346.81,478,75
6020,Image Development,341.37,383,417
6021,Research Trade,240.7,166,102
6022,Yard Leave,495.45,65,147
6023,Woman Anyone,65.75,154,975
6024,Early Lose,196.6,167,460
6025,That Somebody,475.92,480,626
6026,Recognize Lawyer,74.69,179,13
6027,Third Sea,476.87,451,444
6028,About Have,177.74,245,154
6029,High Property,242.1,10,648
6030,At Mother,212.79,437,550
6031,Either Discussion,456.5,241,880
6032,True Few,274.4,26,702
6033,Court Major,119.4,332,73
6034,View Idea,498.68,400,154
6035,Put Store,137.62,232,471
6036,Central Go,198.25,120,118
6037,Some Finally,335.67,423,169
6038,Campaign Herself,435.51,64,302
6039,Head Owner,497.18,199,104
6040,Entire Strong,353.26,277,65
6041,Expect May,158.6,303,556
6042,Cold Pattern,259.68,282,16
6043,Write Fear,324.35,311,265
6044,Guess Single,322.85,33,268
6045,Many Year,463.16,213,992
6046,Actually Without,448.39,5,818
6047,Concern Son,6.81,30,793
6048,Drug Foot,240.53,453,118
6049,Nature Sure,210.07,157,222
6050,Take Help,263.12,443,272
6051,His Interest,446.62,496,678
6052,Because Suffer,49.99,411,482
6053,Sport Old,481.29,50,300
6054,Western Well,189.07,139,374
6055,Notice Tree,491.32,475,451
6056,Sell Friend,371.81,123,124
6057,Another Recent,181.94,186,917
6058,Purpose Them,113.34,12,250
6059,Establish Like,260.55,367,965
6060,Politics Chair,250.06,248,372
6061,Statement Camera,486.14,130,881
6062,Early If,379.48,8,964
6063,True Where,425.93,56,762
6064,Live Serious,434.83,203,316
6065,Plant Stock,307.41,43,761
6066,Guess Local,229.76,462,357
6067,Purpose Beat,451.2,183,444
6068,High Candidate,489.92,125,600
6069,Worker Little,84.7,344,684
6070,Wind Camera,261.73,482,608
6071,Name Article,251.91,302,406
6072,Television May,423.78,189,395
6073,Enjoy Do,35.5,318,377
6074,Dinner Within,174.74,201,784
6075,Represent Door,68.17,309,924
6076,Officer Financial,131.75,115,441
6077,Security Large,115.03,410,603
6078,Recognize Myself,230.15,70,674
6079,Movement Side,449.73,349,630
6080,Improve Street,409.0,112,882
6081,Pass Human,333.35,84,550
6082,Himself Agent,410.25,135,253
6083,Throw Part,251.44,94,246
6084,Water Those,377.98,479,882
6085,Stand Ability,7.44,109,923
6086,Several Account,368.9,239,342
6087,Lay Political,176.32,85,478
6088,Hotel Help,385.66,207,81
6089,Today Imagine,18.31,96,574
6090,Range Yourself,245.88,378,584
6091,Space Thought,315.51,202,81
6092,Return There,145.92,335,807
6093,Thing Make,380.48,307,749
6094,Story Late,170.13,209,650
6095,Daughter Program,252.45,356,992
6096,Parent Science,452.13,278,584
6097,Push Computer,21.47,420,913
6098,Employee Join,400.49,368,463
6099,South Technology,200.74,142,853
6100,Political Number,348.71,300,186
6101,Us Better,142.98,224,639
6102,Effort Tree,6.86,500,82
6103,Only Develop,20.69,100,985
6104,Hard Force,22.81,370,844
6105,In Represent,181.67,84,156
6106,Reason Issue,220.36,283,666
6107,Eat Energy,149.41,500,890
6108,Evening Image,105.9,169,718
6109,Individual Unit,68.66,487,4
6110,Newspaper According,333.31,235,693
6111,Ball Wish,153.84,359,506
6112,Consumer Little,106.38,496,278
6113,Source Population,9.63,376,185
6114,Trip Oil,325.64,50,194
6115,Western Deal,201.81,490,805
6116,Term Mrs,441.29,212,916
6117,Six Community,459.12,36,989
6118,Turn Year,458.66,201,326
6119,Former Also,192.13,157,28
6120,Before Social,280.5,179,498
6121,Put Rest,198.43,144,155
6122,More Star,75.77,282,963
6123,Treatment Go,181.79,228,423
6124,Perhaps Almost,337.28,55,438
6125,Even Beyond,450.13,408,759
6126,Chair Listen,462.42,497,312
6127,Happy Task,417.14,253,440
6128,Manage Area,420.22,15,809
6129,Hospital Production,244.77,93,900
6130,Speech Difference,68.13,264,229
6131,Away Break,293.48,93,455
6132,Next Reach,197.37,183,136
6133,Sort Husband,197.43,133,313
6134,Agreement Hit,325.19,208,247
6135,Room Center,378.66,147,16
6136,High Second,53.56,460,381
6137,Today She,66.52,194,257
6138,Market Recently,192.08,22,458
6139,Dream Especially,77.13,241,637
6140,Father When,192.83,325,263
6141,Against Example,377.24,114,24
6142,Return Value,172.38,69,489
6143,Between Use,444.85,51,751
6144,Loss Toward,138.78,383,719
6145,Director Operation,274.26,239,975
6146,Per Town,131.2,63,956
6147,Current Loss,486.23,327,153
6148,Bag Keep,487.8,197,910
6149,Collection Table,316.33,202,23
6150,Type Early,156.27,281,284
6151,Face We,71.3,418,742
6152,Focus Buy,250.42,64,785
6153,Here Go,35.53,135,869
6154,Research Newspaper,374.56,341,525
6155,May Two,7.51,358,488
6156,Morning Ahead,338.25,305,441
6157,Down Of,139.24,146,731
6158,Contain Hour,25.2,301,410
6159,Business Exactly,10.82,183,624
6160,Accept Stay,328.09,63,888
6161,Until Practice,301.49,214,735
6162,Performance Crime,102.5,43,462
6163,Pressure Way,498.96,240,607
6164,Amount Country,217.01,230,27
6165,Health Could,25.66,174,575
6166,Across Call,42.67,87,713
6167,Win All,323.26,317,205
6168,Decade Decade,161.07,425,545
6169,People Need,195.55,421,884
6170,Life Kind,32.44,302,745
6171,Management Knowledge,145.03,203,651
6172,Every North,131.71,423,937
6173,Today Hundred,439.78,491,177
6174,Quite Pm,312.22,186,568
6175,Base Cut,487.54,81,93
6176,Congress Know,474.53,83,497
6177,Able Laugh,45.36,108,514
6178,Reality Son,118.26,441,728
6179,Affect Spring,210.72,457,882
6180,Range Practice,291.02,412,589
6181,Loss Law,128.8,297,525
6182,Along Indeed,42.46,274,253
6183,Ask Budget,187.75,445,672
6184,Nothing President,408.75,88,596
6185,Theory Medical,331.31,484,418
6186,Player Book,241.81,61,897
6187,Task Assume,410.35,222,138
6188,Simple Concern,114.58,188,346
6189,There Sing,147.07,305,344
6190,Two Large,135.0,50,275
6191,Animal Everybody,116.52,166,467
6192,Each Letter,270.13,17,727
6193,Television Hit,95.01,309,468
6194,Let Argue,263.02,353,935
6195,Food Visit,52.94,161,290
6196,Half Organization,202.4,354,25
6197,Organization Technology,490.7,2,199
6198,Ago Should,470.02,270,920
6199,My Can,72.7,317,792
6200,Simply Office,455.79,107,65
6201,Fire General,309.25,104,868
6202,Senior His,89.8,200,876
6203,Produce Provide,273.81,8,908
6204,Major Age,55.57,477,108
6205,Member Experience,158.62,101,220
6206,Whose Old,452.08,62,724
6207,Drug Cut,461.49,473,707
6208,Price Law,58.8,366,668
6209,Compare Chair,318.92,9,317
6210,Reduce Moment,76.78,306,864
6211,Less Fish,392.4,119,626
6212,Old Few,262.21,464,525
6213,Tree Phone,155.6,471,830
6214,Wind Artist,318.11,343,499
6215,Free Possible,445.3,237,541
6216,Into Money,247.41,129,717
6217,Drug Seat,254.92,434,920
6218,Popular Seven,423.88,409,557
6219,Tend Between,404.92,39,743
6220,Middle Father,405.27,174,108
6221,Middle Writer,34.71,155,163
6222,Religious Night,295.06,25,550
6223,Yes Want,110.15,167,306
6224,Call Follow,334.67,331,787
6225,Beautiful Yard,58.62,438,80
6226,Beyond Everyone,284.19,284,655
6227,Trouble Man,210.57,175,252
6228,Newspaper Management,299.97,290,665
6229,Family Until,199.3,256,787
6230,Drop Race,252.16,397,772
6231,Mother Do,430.64,151,432
6232,College That,336.68,48,486
6233,Court Front,133.27,368,34
6234,Prove Only,283.85,74,74
6235,Gas Democrat,236.42,13,547
6236,Those Information,403.26,229,487
6237,Clearly International,447.61,375,464
6238,Part Eat,291.36,100,79
6239,Physical Leg,306.22,360,384
6240,Sometimes Benefit,38.25,32,556
6241,Though Knowledge,248.81,29,473
6242,Hospital Remember,287.33,262,799
6243,Short Figure,277.79,134,893
6244,One Now,15.98,494,762
6245,Animal Situation,166.27,320,353
6246,Bar Successful,7.57,211,574
6247,Management Record,373.79,364,12
6248,Laugh Player,486.35,34,280
6249,By Like,428.84,25,843
6250,Least Become,258.88,310,703
6251,Represent Hot,436.35,176,894
6252,Support Group,142.08,105,112
6253,Alone In,295.51,78,555
6254,Mission Against,449.69,327,411
6255,Race Represent,140.86,381,603
6256,Note Eat,484.32,186,415
6257,Central Know,195.43,82,15
6258,Street Clear,422.07,399,735
6259,Short Foreign,327.07,247,129
6260,War Become,220.46,303,68
6261,Summer Picture,326.23,101,312
6262,Force Fast,441.51,109,766
6263,Road Common,473.58,117,344
6264,Necessary Generation,397.31,421,985
6265,Move Treatment,147.58,205,357
6266,Environmental Serve,190.99,162,692
6267,Allow Whom,396.76,412,701
6268,Allow Pass,392.41,364,112
6269,History Structure,356.87,251,134
6270,Where Pressure,69.79,444,580
6271,Particularly Trade,42.75,46,411
6272,Recognize Suffer,416.0,276,810
6273,Involve Role,490.77,493,661
6274,Sort Officer,173.79,366,891
6275,Buy Significant,386.92,52,303
6276,Capital Be,107.94,351,450
6277,Listen Food,188.26,458,900
6278,Between Go,482.21,343,92
6279,Miss Why,488.98,325,914
6280,Sign Wrong,167.48,231,24
6281,Physical Write,107.87,351,558
6282,Check Painting,384.29,16,450
6283,Accept Traditional,409.21,97,952
6284,Any Upon,278.85,162,762
6285,Describe Pay,40.32,250,562
6286,They Sound,428.29,178,514
6287,Member Impact,377.58,105,156
6288,Example Whose,7.66,329,419
6289,Maybe Consider,379.91,382,397
6290,Education Rate,91.05,327,186
6291,Resource Method,271.57,246,187
6292,May Pay,16.35,383,812
6293,Fear When,260.81,112,384
6294,Market Simple,299.82,383,646
6295,Look Speech,54.75,375,856
6296,Figure Into,14.89,374,224
6297,Clear Despite,412.22,220,436
6298,Break National,144.12,75,603
6299,Part Raise,256.09,357,994
6300,Fund Young,389.54,291,408
6301,Figure Explain,281.83,410,408
6302,Else Produce,9.85,445,721
6303,Unit Perform,115.3,258,830
